filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,HENRY,0.01,0.05,0.1,0.5,1,5,15
AGUBUA_clean,5.46218,4.59563,5.46034,1.83317,1345.91,734.196,0.0,0.0,0.576,0.31421,0.0,0,2.55738e-05,0.0251750466,0.1249795684,0.2400778948999999,0.9502760374,1.5249383061,2.8994085747,3.5843075072
AHIYOH_clean,5.55847,4.74922,5.55001,1.42546,843.163,591.503,0.0,0.0,0.4554,0.319476,0.0,1,9.8526e-06,0.0097655971,0.0492339077,0.0955046717,0.410413236,0.7205098426000001,1.8345545621,2.6432416189
AHUFIU_clean,8.82374,6.2087,8.82374,0.961965,2042.39,2123.15,0.0,0.0,0.6792,0.706055,0.0,1,2.16655e-06,0.0020518828,0.0108355767,0.0219090528,0.1067964101,0.2154792884,1.020084977,2.91335016
AKOXIJ_clean,7.01714,4.33707,6.94236,1.42761,1022.79,716.43,287.21,201.182,0.528,0.369848,0.0,1,7.73565e-05,0.0732375451,0.3149340134,0.5463642690999999,1.6341165519999998,2.351109873,4.3032824156,5.4446272075
am301365h_si_002_clean,11.58637,3.48934,11.58637,0.907013,1494.34,1647.54,0.0,0.0,0.6382,0.703628,0.0,0,3.18711e-06,0.0032753858,0.0160548342,0.0316582822,0.1573886384999999,0.3191300924,1.4326024831,3.7049354015
AMIZIG_clean,6.42874,5.80877,6.41409,1.40393,699.498,498.243,0.0,0.0,0.4248,0.302579,0.0,1,2.26144e-06,0.0022603759,0.0113696907,0.0222816552999999,0.1091648536,0.2145062814,0.8224016014,1.6184313974000002
ANOMOG_clean,12.8003,5.50166,12.79961,0.784559,2116.78,2698.05,0.0,0.0,0.7198,0.917458,0.0,1,8.52711e-06,0.008344231,0.0422233416,0.0835559624,0.3911242626,0.7309118139,2.8167369615,6.6124660401
APEBII_clean,10.32114,3.69719,10.3209,1.22342,1765.75,1443.28,0.0,0.0,0.6248,0.510698,0.0,1,8.61183e-05,0.0796748423,0.315453774,0.5031887136,1.2258572794,1.7820094837,4.3569855535,7.011934212999999
APEBOO_clean,10.56651,4.16012,10.56651,1.24771,1971.26,1579.91,0.0,0.0,0.6524,0.52288,0.0,1,0.000160462,0.1487776834,0.538890107,0.8773550290000001,2.5096245365,3.7134651032,7.4393347022,9.9268675703
AQEGUY_clean,5.54395,4.66139,5.49926,1.46355,1275.66,871.62,0.0,0.0,0.5148,0.351747,0.0,1,1.1948e-05,0.0117731833,0.0589321733,0.1154838383,0.5216925803,0.9068443142,2.5070270595,3.6395558679
AQERUL_clean,5.19905,3.7128,5.19898,1.6479,850.334,516.012,0.0,0.0,0.4402,0.267129,0.0,0,0.000100309,0.0953549515,0.4067022196,0.7176608556999999,1.755207351,2.1970888378,3.0128631249,3.4982512129
AQIXUU_clean,5.00071,3.74213,5.00071,2.31618,778.297,336.026,0.0,0.0,0.406,0.175289,0.0,1,1.50059e-05,0.0150876439,0.0734064607,0.1423078821,0.5489987018,0.8902026190000001,1.5665354184,1.8178485548
AQOLOJ_clean,15.82324,9.85536,15.82324,0.918562,1262.34,1374.26,403.393,439.157,0.709,0.771858,0.0,1,2.24193e-05,0.0217418791,0.1084489833,0.2111433641,0.8607922106,1.4549221628,4.1599087639,8.113962407
AQOTIK_clean,6.7817,3.86887,6.78051,1.47348,1288.35,874.359,0.0,0.0,0.5612,0.380867,0.0,1,9.17657e-06,0.0090624645,0.0459023352,0.0895917042,0.4309751753,0.7900155765000001,2.7513321212,4.7431003517
ASANAL_clean,5.37126,3.88285,5.37126,1.20144,1052.9,876.362,0.0,0.0,0.5218,0.434312,0.0,1,8.71586e-06,0.0087089967,0.0436547878,0.0863945389,0.3953518477,0.7274412851000001,2.1770231014,3.3104263543
ASEKAM_clean,5.99031,5.00967,5.99031,1.72662,1403.65,812.946,0.0,0.0,0.5696,0.329892,0.0,1,6.56822e-06,0.0067583172,0.0328104714,0.0646749059,0.3068667181,0.5606745873,1.9270526217,3.3156678369
ASEXED_clean,7.12737,3.95838,7.10906,1.1741,1821.69,1551.56,0.0,0.0,0.581,0.494849,0.0,0,,0.0360503821,0.1773095395,0.3491066372,1.4277557935,2.3802779856,,
ASIVEF_clean,11.85007,7.21214,11.45277,0.623261,2219.01,3560.32,0.0,0.0,0.7618,1.22228,0.0,1,4.53172e-06,0.0044896861,0.0228437118,0.0453422900999999,0.2262837207,0.4543521064,2.0978456669,5.7975889256
ATEJOA_clean,4.70745,4.24568,4.70745,1.89843,608.117,320.327,105.12,55.3722,0.4134,0.217759,0.0,0,0.000107362,0.1036462129,0.4138726537,0.6741343968000001,1.4454327974,1.7939193067,2.5651650331,2.9332539977
ATEZEG_clean,10.12518,7.5272,10.12318,0.775574,2361.78,3045.2,0.0,0.0,0.7158,0.922929,0.0,1,6.83762e-06,0.0067293769,0.0342936212,0.0674264331,0.335503716,0.6571739027,2.8278639414,6.696867628400001
ATEZIK_clean,10.39835,7.60488,10.39835,0.744295,2329.14,3129.33,0.0,0.0,0.7298,0.980525,0.0,1,5.84513e-06,0.0056738577,0.0291826737,0.0574957526999999,0.2867711845,0.5789186467,2.5182438714,6.3270225485000005
ATUZEW_clean,10.5847,3.84767,10.5847,0.968927,2122.87,2190.95,0.0,0.0,0.6504,0.671258,0.0,1,1.20568e-05,0.012036568,0.0596657958,0.1162348856,0.5264048004999999,0.9404738592,3.300736433,6.6048809103
AVETAY_clean,5.64584,4.05596,5.63489,1.01371,1738.43,1714.92,0.32856,0.324118,0.6096,0.601358,0.0,1,1.55086e-05,0.0152237906,0.0765615052,0.1535407794,0.7160810854,1.3296140090000002,4.3838533683,7.2378928
AWEJES_clean,9.0974,7.20812,9.09543,1.24068,1280.7,1032.26,0.0,0.0,0.562,0.452979,0.0,1,,0.0032878094,0.0162756541,0.0329721403,0.1621970152,0.3133802013,,
AWEWOP_clean,9.66818,6.8565,9.66161,1.11027,1532.43,1380.24,0.0,0.0,0.5908,0.532125,0.0,1,6.84416e-06,0.0069281675,0.0344217048,0.0680904587,0.3276342916,0.6137543611999999,2.4859100903,4.970497739
AWUPOZ_clean,18.42385,9.2554,18.42385,0.353418,1737.36,4915.87,0.0,0.0,0.8534,2.41471,0.0,1,4.60097e-06,0.0046955914,0.0231152219,0.0462337716,0.2302936346,0.4632428907,2.1958495728,6.5193511597
AXIGAR_clean,6.07916,3.82644,6.07805,0.772367,2511.2,3251.3,0.0,0.0,0.6878,0.890509,0.0,1,2.94032e-06,0.0029790502,0.0147650655,0.0290076983,0.1434052551,0.2880210664,1.3336440192,3.539999275
AXINAX_clean,19.26045,15.71248,19.26045,0.424639,1405.73,3310.41,0.0,0.0,0.8372,1.97156,0.0,1,4.95237e-06,0.0048331437,0.0249558152,0.0486620214,0.2447150904,0.4868251758,2.176471716,5.7844035682
BABREE_clean,12.92538,6.29785,12.92538,0.898119,2356.63,2623.96,0.0,0.0,0.6828,0.760255,0.0,1,6.04166e-06,0.0061682947,0.0301418119,0.0596105449,0.2925521922,0.5610309155,2.3566128998,5.371707477999999
BADXAI_clean,6.25366,4.40633,6.25366,1.71483,758.25,442.172,0.0,0.0,0.4118,0.240141,0.0,1,1.8488e-06,0.0018294767,0.0092183926,0.0180992934,0.0903169499,0.1806043792,0.7323444029,1.4873709663
BAKYIY_clean,7.70743,7.14284,7.70743,1.03845,1603.46,1544.09,0.0,0.0,0.586,0.564303,0.0,0,8.79794e-06,0.0088542596,0.0443044366,0.0869664338,0.4258660664,0.8249290981999999,3.4247820323,6.5831181648
BEGDEY_clean,12.85123,4.25072,12.8502,1.1719,1647.66,1405.97,0.0,0.0,0.6212,0.530078,0.000170662,1,4.30928e-05,0.0413431457,0.1986929519,0.3635996048,1.1859207637,1.78227153,3.781425693,5.933916149600001
BERQIA_clean,6.73458,3.84255,6.69761,1.14732,1673.47,1458.59,0.0,0.0,0.5966,0.519995,0.0,1,1.89502e-05,0.0188601726,0.0907676157,0.1790966889,0.711309098,1.209997355,3.4167230574,5.620906764
BETDOV_clean,6.15975,4.21588,6.15598,1.35335,1572.21,1161.72,0.0,0.0,0.5314,0.392656,0.0,1,7.34802e-06,0.0072372347,0.0357624391,0.072154855,0.3348927238,0.6188510647,1.9781724858,3.401680304
BETFOX_clean,5.13144,3.67825,5.11456,1.3623,1196.21,878.085,0.0,0.0,0.5018,0.368349,0.0,0,8.19035e-06,0.0081218696,0.0406192795,0.0805572673,0.3578945844,0.6566200873,1.9821950162,3.3128468585000004
BEWCUD_clean,11.43013,9.61646,11.40927,0.476468,2123.61,4456.97,0.0,0.0,0.8196,1.72016,0.0,1,4.28736e-06,0.0039645933,0.0214892451,0.0435147637,0.2127728938,0.4251563509,2.0984445744,6.0068568876
BEWVEG_clean,6.48201,4.71475,6.48201,1.10737,1863.88,1683.16,0.0,0.0,0.6042,0.545619,0.0,1,5.03877e-06,0.0052041703,0.0250206121,0.0504636288,0.2420963196999999,0.4791493852,1.9941224894,4.3093821492
BEXTUV_clean,4.28323,3.79801,4.26635,1.30528,1237.19,947.835,0.0,0.0,0.5092,0.390108,0.0,1,1.71933e-05,0.0171848467,0.0845537507,0.1670571591,0.7275342956999999,1.2674003793000002,3.3576876335000003,4.8657799079
BEXVAD01_clean,3.87179,3.50198,3.85722,1.36931,1031.87,753.568,0.0,0.0,0.5022,0.366754,0.0,1,1.31997e-05,0.0129951886,0.0661529711,0.1267120662,0.5611850703,0.9865989477,2.7622576077,4.200689727099999
BEXVAD_clean,4.05512,3.67488,4.05512,1.37514,1152.1,837.807,0.0,0.0,0.4946,0.359673,0.0,1,1.69771e-05,0.0170926858,0.0827169933,0.1606088453,0.7206074409000001,1.2293756743000002,3.2859689767,4.7260868742
BEXVIL_clean,8.76522,6.70231,8.74887,0.885188,2434.41,2750.17,0.0,0.0,0.7548,0.8527,0.0,1,4.21103e-06,0.0042316816,0.021186534,0.0423244868,0.209860725,0.4202941972,1.981327025,5.515149364199999
BICDAU_clean,11.50132,6.68644,11.17198,0.65299,2386.53,3654.78,0.0,0.0,0.7824,1.19818,0.0,1,,0.004436999,0.0223670879,0.0446825826999999,0.221170135,0.4386528872,,
BIHBEB_clean,18.34605,17.1599,18.34605,0.724278,1666.73,2301.23,0.0,0.0,0.776,1.07141,0.0,1,2.16569e-05,0.0216277253,0.1035176454,0.1994306307999999,0.7599044495,1.2565370119,3.4789064427,6.7623424512
BIJFAD_clean,8.3585,6.26342,8.18439,0.855984,1774.61,2073.18,0.0,0.0,0.6172,0.721042,0.0,1,5.13211e-06,0.0052161813,0.0253823517,0.0505487029,0.2518703209,0.4847532825,1.9895756201,4.5502265779
BINMIW_clean,11.24986,10.49756,11.228,1.06367,1248.28,1173.56,0.0,0.0,0.5962,0.560513,0.0,1,2.22042e-05,0.0216261363,0.1032864159,0.1930643789,0.6030697476,0.883700851,2.1005924582,3.8226147265
BIPBAF_clean,10.29487,6.42172,10.29451,0.781793,2351.03,3007.23,0.0,0.0,0.7276,0.930682,0.0,1,5.55239e-06,0.0054370194,0.0277355738,0.0560110385,0.2700830894,0.5396157017000001,2.4158129390000003,6.1172988738
BIRGIU_clean,6.67557,4.28336,6.67557,1.36929,1467.6,1071.8,0.0,0.0,0.553,0.403858,0.0,1,3.33442e-06,0.0032937652,0.0167704093,0.0333826352,0.1642122292,0.3224726188,1.420313523,3.2890166997000003
BIWSOQ_clean,15.33666,5.40917,6.36274,0.990293,1940.65,1959.67,0.0,0.0,0.6518,0.658189,0.0,1,1.38008e-05,0.0138626345,0.067890067,0.1358523729,0.6323102268,1.1563272003,3.7623435527,6.6580918547
BOHWOM_clean,6.30501,5.11273,6.30431,1.22479,1646.22,1344.09,0.0,0.0,0.5794,0.473062,0.0,1,6.28795e-06,0.0064424847,0.0311764741,0.0629773177,0.2997925271,0.5691729428,2.2176790593,4.2167364187
BORBEQ_clean,6.03525,3.97595,5.98504,1.10262,1309.44,1187.57,0.0,0.0,0.545,0.494276,0.0,0,7.43721e-06,0.0072000552,0.0367682183,0.072775649,0.360381961,0.6727532194,2.485120872,4.4866694383
BOSHIC_clean,11.35851,4.44127,11.35851,0.998372,1829.81,1832.79,0.0,0.0,0.6236,0.624617,0.0,1,2.48119e-05,0.0251450942,0.1181993996,0.2278609389,0.8565702345,1.4690107466999998,4.3911589096,7.5770847396
BOWSOW_clean,5.38919,4.13551,5.38919,1.62989,1386.73,850.81,0.0,0.0,0.5466,0.33536,0.0,1,1.58467e-05,0.0155151242,0.0802084698,0.1539541784999999,0.6877806657,1.2036754127,3.0507674733,4.1537649698
BUBDIL_clean,5.70155,3.91667,5.70155,1.85146,1136.94,614.08,0.0,0.0,0.4316,0.233114,0.0,1,,0.5565768441,1.6709080309,2.1652183590000003,3.0613269022000003,3.5334718579000004,,
BUCSAU_clean,4.50267,3.4845,4.50267,1.50793,539.251,357.61,100.546,66.6783,0.4734,0.31394,0.0,1,2.08255e-05,0.0207837215,0.1027120646,0.1986652411,0.7687603208,1.2566981092,2.5427942917,3.2866020672000005
BUCSIC01_clean,4.44124,3.57533,4.41189,1.50616,553.814,367.699,138.791,92.149,0.4836,0.321081,0.0,1,2.80412e-05,0.0276212667,0.1360092805,0.2578855741,0.9345132038,1.4360375934,2.6762149124000003,3.4207615023
BUKMUQ_clean,5.78794,5.06217,5.71305,0.851411,2895.4,3400.71,0.0,0.0,0.7096,0.83344,0.0,1,,0.0061879153,0.0304816588,0.0613127812,0.3060487487,0.605240781,,
BUPDOH_clean,11.18608,5.4183,11.18608,0.930795,2344.47,2518.79,0.0,0.0,0.7156,0.768805,0.0,1,1.91506e-05,0.0192223584,0.0920605991,0.1796132057999999,0.7326600644,1.2364887043,4.1855306296,8.7017105991
BUVVIZ_clean,5.00001,3.6207,4.99072,1.72941,572.133,330.826,0.0,0.0,0.4138,0.239272,0.0,0,2.16101e-06,0.0021039512,0.0107933846,0.0214327093,0.1020059919999999,0.1893958466,0.6609212006,1.1811283061
BUVVOF_clean,4.68198,3.57584,4.68198,1.98004,493.025,248.998,0.0,0.0,0.4188,0.211511,0.0,1,1.55236e-06,0.0015620066,0.0077400922,0.0151659586,0.073927206,0.1390875107,0.4964991414,0.8963059209
BUXTUL_clean,5.73333,4.06625,5.52883,1.24116,1652.17,1331.15,26.661,21.4807,0.5852,0.471494,0.0,1,5.19729e-06,0.0053315399,0.0259643834,0.0510338537,0.2463904907,0.4661515503,1.9105316855,3.9682583566
c4dt02048k_c4dt02048k2_clean,4.85859,3.78197,4.84347,1.4363,661.212,460.357,0.0,0.0,0.4384,0.305229,0.0,1,2.99921e-06,0.003063755,0.0149980669,0.0284493562,0.1423461151,0.2783816612999999,1.0385476632,1.8259170849
c4ra13058h_c4ra13058h2_clean,5.16068,4.44688,5.16068,1.40896,1175.39,834.226,0.0,0.0,0.5236,0.371622,0.0,0,,0.0526133081,0.2501767955,0.467210786,1.6262601845,2.3557173425,,
c5cc09935h_c5cc09935h2_clean,12.43011,5.54656,12.43011,1.34061,1862.24,1389.1,0.0,0.0,0.6814,0.508277,0.000596744,0,4.12056e-06,0.0042142651,0.0207084603,0.0405127518,0.2017230617,0.3997587911999999,1.8339873295,4.2679846928
c5ce00923e_c5ce00923e2_clean,4.76542,3.49802,4.68456,1.65148,786.232,476.078,0.0,0.0,0.4444,0.269092,0.0,0,,0.0915506071,0.4109774567,0.723419334,1.7394992095,2.0884935144,,
c5ce00931f_c5ce00931f2_clean,5.29408,4.17227,5.29408,1.81161,1362.6,752.15,0.0,0.0,0.5006,0.276328,0.0,1,9.1544e-06,0.009192747,0.0452094756,0.0902132441,0.4133858496,0.75920647,2.268329992,3.3753163583
c5ce01790d_c5ce01790d1_clean,9.18977,4.55461,8.97719,2.09193,660.443,315.71,0.0,0.0,0.4192,0.20039,0.0,0,5.98301e-06,0.0060068244,0.0293403274,0.0575265636,0.2631404391,0.4573397214,1.2392249956,1.7634924344999998
c5ce02503f_c5ce02503f2_clean,13.50319,5.63614,13.50319,1.78413,1087.4,609.485,289.45,162.236,0.5546,0.310852,0.0,1,0.00099794,0.5604424861,1.2734217627,1.6331964658000002,2.5510612476,2.9555029654,4.2451598987,5.3144061873
c5dt01100k_c5dt01100k2_clean,10.14478,9.16125,10.14478,1.64843,1361.9,826.183,0.0,0.0,0.588,0.356703,0.0,1,1.54233e-06,0.0015763057,0.0077417318,0.0153678295,0.0766435475,0.1517913306,0.7279408259000001,1.9581633931
c5dt02651b_c5dt02651b2_clean,11.24702,10.84395,11.24702,1.63261,1033.92,633.289,0.0,0.0,0.5074,0.31079,0.0,0,1.34269e-06,0.0013548292,0.0067073588,0.0135864563999999,0.0675029349,0.1334220554,0.6119979867,1.6091798584
c5dt03038b_c5dt03038b2_clean,6.32747,4.74814,6.26915,1.49819,1746.54,1165.77,0.0,0.0,0.584,0.389803,0.0,1,1.05108e-05,0.0105687457,0.0515712322,0.1041510935,0.4910165251,0.9065732363,3.0658324693,5.010739302799999
c5dt03710g_c5dt03710g2_clean,9.52692,7.6451,9.52692,1.19983,2044.32,1703.84,0.0,0.0,0.6628,0.55241,0.0,0,,0.0159464899,0.0776384885,0.157476648,0.7650806458,1.5206226366,,
c5dt04943a_c5dt04943a2_clean,11.21193,6.39957,11.21193,0.759207,2393.65,3152.83,0.0,0.0,0.7392,0.973647,0.0,1,7.55004e-06,0.007613116,0.0377263231,0.0741145978,0.3592565154,0.6873488388,2.7762085174,6.8159736574
c5dt05023e_c5dt05023e2_clean,6.45831,4.45817,6.45831,1.05764,1467.29,1387.32,0.0,0.0,0.552,0.521916,0.0,1,1.45233e-05,0.0144805889,0.0700711295,0.1393534843,0.5845297111,0.9958297076,2.7392124249000003,4.492372662
c5nj02236c_c5nj02236c2_clean,6.30027,4.16214,6.2999,1.32173,1286.33,973.214,0.0,0.0,0.5228,0.395541,0.0,0,1.47808e-05,0.0149577427,0.0735838924,0.1456922472,0.6397467179,1.162596284,3.1698205582,4.5264238984
c5nj03044g_c5nj03044g2_clean,5.37347,3.59404,5.37347,1.19457,1376.65,1152.42,0.0,0.0,0.5502,0.460583,0.0,0,1.39213e-05,0.0139202319,0.0697584027,0.137677058,0.6118654221000001,1.1381600477,3.272477844,4.8184674548
c5qi00128e_c5qi00128e2_clean,6.58115,3.73125,6.58115,0.993282,1853.01,1865.55,0.0,0.0,0.582,0.585936,0.0,0,1.84181e-05,0.018651393,0.0918970788,0.1805819435,0.8672056986,1.6678877397,5.5695333507,8.5765006259
c5sc00614g_c5sc00614g2_clean,12.67478,4.17297,12.67478,1.23591,1899.73,1537.11,0.0,0.0,0.6104,0.493887,0.000647296,0,3.34564e-05,0.0333819449,0.1629396579,0.3173263379,1.3381494117,2.3096904296000003,5.7365081066,8.034614019600001
c5ta03835a_c5ta03835a2_clean,12.36152,9.64623,12.36152,0.670312,1969.74,2938.54,0.0,0.0,0.7304,1.08964,0.0,0,4.90776e-06,0.0049784735,0.0247721143,0.0488072496,0.2411810985,0.47980768,2.1292250665,5.3421287766
c5ta05481h_c5ta05481h2_clean,11.36075,4.16216,11.273,1.17825,1834.82,1557.24,0.0,0.0,0.6228,0.528581,0.0,1,8.59455e-05,0.0806992067,0.3472237746,0.5730985698,1.7233536954,2.6365783639,5.8593274839,8.3955064111
c5ta09507g_c5ta09507g2_clean,8.62119,5.11428,8.62119,1.19769,1550.85,1294.87,0.0,0.0,0.569,0.475082,0.0,0,3.78422e-05,0.0377051241,0.1854684481,0.3685627797999999,1.5722884209,2.8098640101,6.8429793318,8.7822853674
c5ta10401g_c5ta10401g2_clean,14.85471,7.46744,14.85471,1.26266,2073.8,1642.41,0.0,0.0,0.737,0.583689,0.000158396,0,,0.1747940929,0.6940243513,1.1138731147,2.8566013494,4.2409199155,,
c6cc00589f_c6cc00589f2_clean,11.05462,4.21804,11.05462,0.944025,1733.14,1835.91,0.0,0.0,0.6684,0.708032,0.0,1,3.45798e-06,0.0033669951,0.0172602338,0.0344525139,0.1708530785999999,0.3399985471,1.5812425901,4.210841617
c6cc00589f_c6cc00589f3_clean,8.87015,7.61141,8.84647,0.61411,2422.25,3944.33,0.0,0.0,0.804,1.30921,0.0,0,2.25689e-06,0.0023106499,0.0114299051,0.0229009249,0.1120870764,0.2250745663,1.1200114658,3.2361021567000003
c6cc01597b_c6cc01597b2_clean,5.3252,4.32379,5.3252,1.51358,1134.66,749.654,0.0,0.0,0.4966,0.328096,0.0,1,4.79381e-05,0.0477241999,0.2182717404,0.4144114668999999,1.3323322355,1.9057584,3.5200020906,4.5139333275
c6cc03787a_c6cc03787a2_clean,13.49945,6.3228,13.49945,0.687385,2187.23,3181.96,0.0,0.0,0.746,1.08527,0.000290958,0,5.82069e-06,0.0056687706,0.0291549578,0.0569341745,0.2857598141,0.5544998727,2.3633754495,5.707071791900001
c6ce00465b_c6ce00465b2_clean,7.48534,6.6993,7.48534,0.744889,2472.69,3319.54,0.0,0.0,0.7082,0.950746,0.0,0,1.08679e-05,0.0111827148,0.0533854855,0.1078107493999999,0.5368484653,1.0596157484,4.6825367209,10.3922182018
c6dt01288d_c6dt01288d2_clean,6.25876,3.76692,6.14454,1.07485,1303.72,1212.94,0.0,0.0,0.5382,0.500722,0.0,0,,0.0185370505,0.090616918,0.1798464196999999,0.7421032495000001,1.3147541291,,
c6ta07145g_c6ta07145g2_clean,6.02059,3.60964,6.01517,1.26554,923.516,729.74,0.0,0.0,0.497,0.392717,0.0,0,7.06159e-06,0.0069632174,0.0349434744,0.0695218979,0.3136464555,0.5800511539000001,1.843037581,2.9530886348000003
CACNOM_clean,5.51942,4.46179,5.51261,1.46727,1607.54,1095.6,0.0,0.0,0.5204,0.354673,0.0,0,1.13359e-05,0.0110045546,0.0564515672,0.1115351686,0.5207056223,0.9734171285,3.0828811565,4.6840796698
CASWIE_clean,9.90767,8.8856,9.90767,1.25703,2053.39,1633.52,0.0,0.0,0.7078,0.563072,0.0,0,1.51404e-05,0.0149814032,0.0754643571,0.1436059182,0.6269631953,1.0697892804,3.2654536013,5.9464074328
CAVMIX_clean,8.93942,5.67971,8.86574,0.942961,1589.69,1685.85,0.0,0.0,0.62,0.657503,0.0,1,8.85551e-06,0.0089391255,0.0444386893,0.0880891447,0.4084184536999999,0.7661562175,2.769077755,5.2119979143
CAXSUR_SL,13.20977,6.6958,13.20977,0.618713,2108.92,3408.56,2.69185,4.35072,0.73,1.17987,0.0,0,4.86046e-06,0.005409179,0.0247940619,0.0469804588,0.2409886161,0.470378168,2.0898284662,5.6139762876
