MOF,. time (s),source_chunk
LADKEJ_clean_argon_273.0K_5.0bar_14.,255.1,chunk_1
APACAX_clean_argon_273.0K_5.0bar_14.,153.3,chunk_1
KOVGOT01_clean_argon_273.0K_5.0bar_14.,318.1,chunk_1
HOXSUK_clean_argon_273.0K_5.0bar_14.,358.1,chunk_1
UTADIE_clean_argon_273.0K_5.0bar_14.,140.6,chunk_1
LODPUQ_clean_argon_273.0K_5.0bar_14.,662.4,chunk_1
NOGDAP_clean_argon_273.0K_5.0bar_14.,192.4,chunk_1
FUTYEA_clean_argon_273.0K_5.0bar_14.,138.8,chunk_1
EGELUY01_manual_argon_273.0K_5.0bar_14.,200.4,chunk_1
TIRHIL_clean_argon_273.0K_5.0bar_14.,77.3,chunk_1
MIMKIE_clean_argon_273.0K_5.0bar_14.,153.4,chunk_1
EXEMUR_clean_argon_273.0K_5.0bar_14.,253.7,chunk_1
BAPDAA_clean_argon_273.0K_5.0bar_14.,252.2,chunk_1
NUDMOQ_clean_argon_273.0K_5.0bar_14.,251.7,chunk_1
cm503311x_alf100K_clean_argon_273.0K_5.0bar_14.,179.1,chunk_1
SEFVEG02_clean_argon_273.0K_5.0bar_14.,241.6,chunk_1
YARYEV_clean_argon_273.0K_5.0bar_14.,123.3,chunk_1
XAMDUM02_clean_argon_273.0K_5.0bar_14.,159.2,chunk_1
NADZEZ_clean_argon_273.0K_5.0bar_14.,280.5,chunk_1
KAWHEY_clean_argon_273.0K_5.0bar_14.,476.9,chunk_1
PUDSUD_clean_argon_273.0K_5.0bar_14.,176.2,chunk_1
IWEWEO_clean_argon_273.0K_5.0bar_14.,286.8,chunk_1
AWAREV_clean_argon_273.0K_5.0bar_14.,337.6,chunk_1
CAYDUD_clean_argon_273.0K_5.0bar_14.,276.9,chunk_1
RIGPEE_clean_argon_273.0K_5.0bar_14.,282.4,chunk_1
REHHIX_clean_argon_273.0K_5.0bar_14.,306.9,chunk_1
QIXNES_clean_argon_273.0K_5.0bar_14.,162.4,chunk_1
OCUPUY_clean_argon_273.0K_5.0bar_14.,213.7,chunk_1
ncomms7350-s2_clean_argon_273.0K_5.0bar_14.,373.6,chunk_1
MUVMOG_clean_argon_273.0K_5.0bar_14.,235.4,chunk_1
acs.inorgchem.5b02378_ic5b02378_si_002_clean_argon_273.0K_5.0bar_14.,582.7,chunk_1
FUHMOM_clean_argon_273.0K_5.0bar_14.,230.3,chunk_1
OPIXUI_clean_argon_273.0K_5.0bar_14.,754.6,chunk_1
GINLIA_clean_argon_273.0K_5.0bar_14.,194.2,chunk_1
cg300979c_si_002_clean_argon_273.0K_5.0bar_14.,393.4,chunk_1
ZEXKUK_clean_argon_273.0K_5.0bar_14.,303.8,chunk_1
DUQRUD_clean_argon_273.0K_5.0bar_14.,612.7,chunk_1
JALLEQ_clean_argon_273.0K_5.0bar_14.,807.9,chunk_1
IQOJAB_clean_argon_273.0K_5.0bar_14.,342.4,chunk_1
DUBBEI_clean_argon_273.0K_5.0bar_14.,176.4,chunk_1
LUCDIW_clean_argon_273.0K_5.0bar_14.,179.5,chunk_1
WENLEI_clean_argon_273.0K_5.0bar_14.,326.7,chunk_1
XUFYEE_clean_argon_273.0K_5.0bar_14.,1019.1,chunk_1
TETZEZ_clean_argon_273.0K_5.0bar_14.,505.8,chunk_1
HAKWAU_clean_argon_273.0K_5.0bar_14.,170.3,chunk_1
ic5021302_si_002_clean_argon_273.0K_5.0bar_14.,308.3,chunk_1
HEGPAL_clean_argon_273.0K_5.0bar_14.,768.1,chunk_1
RIBTAZ_clean_argon_273.0K_5.0bar_14.,220.7,chunk_1
NEPWIQ_clean_argon_273.0K_5.0bar_14.,262.0,chunk_1
RIFSOQ_clean_argon_273.0K_5.0bar_14.,2359.3,chunk_1
AWEJIW_clean_argon_273.0K_5.0bar_14.,252.3,chunk_1
ERUNUC_clean_argon_273.0K_5.0bar_14.,1268.0,chunk_1
OPIWEQ_clean_argon_273.0K_5.0bar_14.,334.0,chunk_1
RETBEZ_clean_argon_273.0K_5.0bar_14.,425.4,chunk_1
ic100188w_si_002_clean_argon_273.0K_5.0bar_14.,317.3,chunk_1
WUZDOL_clean_argon_273.0K_5.0bar_14.,304.7,chunk_1
NIBXUT_clean_argon_273.0K_5.0bar_14.,293.2,chunk_1
VUDXID_clean_argon_273.0K_5.0bar_14.,171.8,chunk_1
OVUNIE_clean_argon_273.0K_5.0bar_14.,245.1,chunk_1
LUFNAC04_clean_argon_273.0K_5.0bar_14.,229.1,chunk_1
IFEPUG08_clean_argon_273.0K_5.0bar_14.,703.8,chunk_1
XAKZEP_clean_argon_273.0K_5.0bar_14.,321.1,chunk_1
ULOLAK_clean_argon_273.0K_5.0bar_14.,282.1,chunk_1
WUDVEY_clean_argon_273.0K_5.0bar_14.,317.4,chunk_1
ZEZPIF_clean_argon_273.0K_5.0bar_14.,220.2,chunk_1
VUKTEC_clean_argon_273.0K_5.0bar_14.,320.5,chunk_1
VIFBOD_clean_argon_273.0K_5.0bar_14.,186.2,chunk_1
